ENSMUSG00000106887.1	RP24-132L16.12	Gene Expression
ENSMUSG00000107240.1	RP24-132L16.13	Gene Expression
ENSMUSG00000054256.11	Msi1	Gene Expression
ENSMUSG00000107353.1	RP24-132L16.14	Gene Expression
ENSMUSG00000029522.12	Pla2g1b	Gene Expression
ENSMUSG00000029524.16	Sirt4	Gene Expression
ENSMUSG00000096243.1	Gm24265	Gene Expression
ENSMUSG00000094377.1	Gm24407	Gene Expression
ENSMUSG00000081282.2	RP23-228F6.1	Gene Expression
ENSMUSG00000029528.18	Pxn	Gene Expression
ENSMUSG00000086849.1	RP23-228F6.3	Gene Expression
ENSMUSG00000067274.10	Rplp0	Gene Expression
ENSMUSG00000041638.18	Gcn1l1	Gene Expression
ENSMUSG00000099047.1	Mir7029	Gene Expression
ENSMUSG00000107121.1	RP23-228F6.9	Gene Expression
ENSMUSG00000029518.15	Rab35	Gene Expression
ENSMUSG00000099254.1	Mir7030	Gene Expression
ENSMUSG00000041609.16	Bicdl1	Gene Expression
ENSMUSG00000083833.4	RP23-265I19.1	Gene Expression
ENSMUSG00000029516.19	Cit	Gene Expression
ENSMUSG00000106869.1	RP23-265I19.3	Gene Expression
ENSMUSG00000107263.1	RP23-265I19.2	Gene Expression
ENSMUSG00000085376.1	RP23-400O10.6	Gene Expression
ENSMUSG00000029513.14	Prkab1	Gene Expression
ENSMUSG00000084992.1	RP23-400O10.4	Gene Expression
ENSMUSG00000090728.1	Gm17420	Gene Expression
ENSMUSG00000079278.1	Tmem233	Gene Expression
ENSMUSG00000086655.1	RP24-486F14.1	Gene Expression
ENSMUSG00000043913.14	Ccdc60	Gene Expression
ENSMUSG00000086122.1	RP24-151L11.2	Gene Expression
ENSMUSG00000086055.1	RP24-151L11.1	Gene Expression
ENSMUSG00000087124.1	RP24-79A6.1	Gene Expression
ENSMUSG00000084921.1	RP24-79A6.2	Gene Expression
ENSMUSG00000086715.1	RP24-79A6.3	Gene Expression
ENSMUSG00000106766.1	RP24-79A6.9	Gene Expression
ENSMUSG00000086945.1	RP24-79A6.4	Gene Expression
ENSMUSG00000041548.4	Hspb8	Gene Expression
ENSMUSG00000086219.7	Srrm4os	Gene Expression
ENSMUSG00000063919.11	Srrm4	Gene Expression
ENSMUSG00000107021.1	RP24-79A6.8	Gene Expression
ENSMUSG00000107172.1	RP23-312N12.2	Gene Expression
ENSMUSG00000106914.1	RP23-312N12.1	Gene Expression
ENSMUSG00000107369.1	Gstm2-ps1	Gene Expression
ENSMUSG00000106909.1	RP23-418H8.3	Gene Expression
ENSMUSG00000107237.1	RP23-280O16.1	Gene Expression
ENSMUSG00000041512.3	RP23-280O16.2	Gene Expression
ENSMUSG00000107327.1	RP23-73P16.2	Gene Expression
ENSMUSG00000066900.11	Suds3	Gene Expression
ENSMUSG00000086047.1	AC113271.1	Gene Expression
ENSMUSG00000061288.13	Taok3	Gene Expression
ENSMUSG00000107225.1	RP23-376H8.2	Gene Expression
ENSMUSG00000084587.1	n-R5s174	Gene Expression
ENSMUSG00000032959.12	Pebp1	Gene Expression
ENSMUSG00000106829.1	RP23-76J15.3	Gene Expression
ENSMUSG00000106714.1	RP23-76J15.4	Gene Expression
ENSMUSG00000097163.2	RP23-76J15.5	Gene Expression
ENSMUSG00000072688.2	RP23-76J15.6	Gene Expression
ENSMUSG00000066894.14	Vsig10	Gene Expression
ENSMUSG00000081274.2	AC110234.4	Gene Expression
ENSMUSG00000029364.15	Wsb2	Gene Expression
ENSMUSG00000029363.14	Rfc5	Gene Expression
ENSMUSG00000086075.1	AC113299.3	Gene Expression
ENSMUSG00000061578.8	Ksr2	Gene Expression
ENSMUSG00000107199.1	RP23-429P17.1	Gene Expression
ENSMUSG00000029361.18	Nos1	Gene Expression
ENSMUSG00000104071.1	RP24-84E3.1	Gene Expression
ENSMUSG00000098072.1	RP23-42D10.1	Gene Expression
ENSMUSG00000088085.1	Gm25343	Gene Expression
ENSMUSG00000032898.9	Fbxo21	Gene Expression
ENSMUSG00000107058.1	RP23-42D10.2	Gene Expression
ENSMUSG00000029359.13	Tesc	Gene Expression
ENSMUSG00000032867.8	Fbxw8	Gene Expression
ENSMUSG00000029360.3	RP23-42D10.5	Gene Expression
ENSMUSG00000088293.1	Gm26411	Gene Expression
ENSMUSG00000046607.6	Hrk	Gene Expression
ENSMUSG00000032850.16	Rnft2	Gene Expression
ENSMUSG00000089248.1	Gm24050	Gene Expression
ENSMUSG00000032840.7	AC125061.1	Gene Expression
ENSMUSG00000095477.1	Gm25076	Gene Expression
ENSMUSG00000106812.1	RP23-418E13.1	Gene Expression
ENSMUSG00000093041.1	Gm26455	Gene Expression
ENSMUSG00000082365.2	AC132338.1	Gene Expression
ENSMUSG00000018076.12	Med13l	Gene Expression
ENSMUSG00000106912.1	RP24-122N24.1	Gene Expression
ENSMUSG00000107286.1	RP24-122N24.2	Gene Expression
ENSMUSG00000106798.1	RP24-122N24.3	Gene Expression
ENSMUSG00000107116.1	RP24-122N24.4	Gene Expression
ENSMUSG00000107115.1	RP23-155F13.2	Gene Expression
ENSMUSG00000107364.1	RP23-155F13.3	Gene Expression
ENSMUSG00000106708.1	RP24-372H3.1	Gene Expression
ENSMUSG00000106745.1	RP24-372H3.2	Gene Expression
ENSMUSG00000107144.1	RP24-372H3.4	Gene Expression
ENSMUSG00000107371.1	RP24-372H3.3	Gene Expression
ENSMUSG00000100573.1	RP24-389L10.1	Gene Expression
ENSMUSG00000107334.1	RP23-316P20.1	Gene Expression
ENSMUSG00000084548.1	n-R5s175	Gene Expression
ENSMUSG00000106938.1	RP23-73O10.1	Gene Expression
ENSMUSG00000087516.7	Tbx3os1	Gene Expression
ENSMUSG00000106991.1	RP23-44J10.1	Gene Expression
ENSMUSG00000085708.1	AC140675.4	Gene Expression
ENSMUSG00000085345.1	AC140675.5	Gene Expression
ENSMUSG00000018604.18	Tbx3	Gene Expression
ENSMUSG00000086847.1	Tbx3os2	Gene Expression
ENSMUSG00000107053.1	RP24-150D8.1	Gene Expression
ENSMUSG00000106795.1	RP24-150D8.2	Gene Expression
ENSMUSG00000018263.11	Tbx5	Gene Expression
ENSMUSG00000107084.1	RP24-150D8.3	Gene Expression
ENSMUSG00000107063.1	RP24-69A21.1	Gene Expression
ENSMUSG00000064617.1	n-R5s176	Gene Expression
ENSMUSG00000029594.12	Rbm19	Gene Expression
ENSMUSG00000097368.2	RP23-304I24.1	Gene Expression
ENSMUSG00000106915.1	RP23-213H20.1	Gene Expression
ENSMUSG00000080412.1	Gm26474	Gene Expression
ENSMUSG00000107141.1	RP23-213H20.2	Gene Expression
ENSMUSG00000098649.2	RP24-351J24.2	Gene Expression
ENSMUSG00000029595.9	Lhx5	Gene Expression
ENSMUSG00000029596.13	Sdsl	Gene Expression
ENSMUSG00000029597.14	Sds	Gene Expression
ENSMUSG00000086165.1	AC129553.4	Gene Expression
ENSMUSG00000029598.12	Plbd2	Gene Expression
ENSMUSG00000032754.14	Slc8b1	Gene Expression
ENSMUSG00000032741.9	Tpcn1	Gene Expression
ENSMUSG00000106825.1	RP23-297M4.7	Gene Expression
ENSMUSG00000029601.13	Iqcd	Gene Expression
ENSMUSG00000029600.10	Rita1	Gene Expression
ENSMUSG00000029599.13	Ddx54	Gene Expression
ENSMUSG00000107191.1	RP23-297M4.4	Gene Expression
ENSMUSG00000094282.1	Cfap73	Gene Expression
ENSMUSG00000107004.1	RP23-297M4.1	Gene Expression
ENSMUSG00000089830.1	AC125183.7	Gene Expression
ENSMUSG00000029602.11	Rasal1	Gene Expression
ENSMUSG00000029603.15	Dtx1	Gene Expression
ENSMUSG00000032690.16	Oas2	Gene Expression
ENSMUSG00000107075.1	RP24-547J21.3	Gene Expression
ENSMUSG00000032661.9	Oas3	Gene Expression
ENSMUSG00000107179.1	RP24-547J21.4	Gene Expression
ENSMUSG00000066867.8	Oas1e	Gene Expression
ENSMUSG00000001166.17	Oas1c	Gene Expression
ENSMUSG00000029605.16	Oas1b	Gene Expression
ENSMUSG00000053765.4	Oas1f	Gene Expression
ENSMUSG00000092939.1	Gm22907	Gene Expression
ENSMUSG00000001168.16	Oas1h	Gene Expression
ENSMUSG00000066861.14	Oas1g	Gene Expression
ENSMUSG00000052776.10	Oas1a	Gene Expression
ENSMUSG00000032623.9	Oas1d	Gene Expression
ENSMUSG00000029608.10	Rph3a	Gene Expression
ENSMUSG00000106841.1	RP23-39M18.2	Gene Expression
ENSMUSG00000043733.14	Ptpn11	Gene Expression
ENSMUSG00000106940.1	RP23-257E17.2	Gene Expression
ENSMUSG00000029614.13	Rpl6	Gene Expression
ENSMUSG00000064841.1	Gm26205	Gene Expression
ENSMUSG00000042744.16	AC126938.1	Gene Expression
ENSMUSG00000077347.1	Gm24671	Gene Expression
ENSMUSG00000042726.14	Trafd1	Gene Expression
ENSMUSG00000104985.1	RP23-50I16.1	Gene Expression
ENSMUSG00000106209.1	RP23-50I16.2	Gene Expression
ENSMUSG00000042719.17	Naa25	Gene Expression
ENSMUSG00000106115.1	RP23-50I16.3	Gene Expression
ENSMUSG00000029616.9	Erp29	Gene Expression
ENSMUSG00000029452.18	Tmem116	Gene Expression
ENSMUSG00000082760.2	AC129215.2	Gene Expression
ENSMUSG00000062438.4	Adam1b	Gene Expression
ENSMUSG00000104999.1	RP24-435H23.1	Gene Expression
ENSMUSG00000072647.6	Adam1a	Gene Expression
ENSMUSG00000105340.5	RP23-181P9.2	Gene Expression
ENSMUSG00000029454.15	Mapkapk5	Gene Expression
ENSMUSG00000082265.1	AC155316.6	Gene Expression
ENSMUSG00000029455.14	Aldh2	Gene Expression
ENSMUSG00000106590.1	RP23-181P9.3	Gene Expression
ENSMUSG00000042647.13	Acad12	Gene Expression
ENSMUSG00000029456.12	Acad10	Gene Expression
ENSMUSG00000029458.14	Brap	Gene Expression
ENSMUSG00000042605.16	Atxn2	Gene Expression
ENSMUSG00000106110.1	RP23-18K20.2	Gene Expression
ENSMUSG00000089729.1	RP23-18K20.1	Gene Expression
ENSMUSG00000105179.1	RP23-18K20.3	Gene Expression
ENSMUSG00000042594.16	Sh2b3	Gene Expression
ENSMUSG00000099063.1	Mir7031	Gene Expression
ENSMUSG00000104872.1	RP23-431M7.2	Gene Expression
ENSMUSG00000104719.1	RP23-431M7.4	Gene Expression
ENSMUSG00000044134.9	Fam109a	Gene Expression
ENSMUSG00000042589.18	Cux2	Gene Expression
ENSMUSG00000105795.1	RP23-254C8.1	Gene Expression
ENSMUSG00000087386.1	AC140353.3	Gene Expression
ENSMUSG00000013936.12	Myl2	Gene Expression
ENSMUSG00000043036.13	Ccdc63	Gene Expression
ENSMUSG00000004455.16	Ppp1cc	Gene Expression
ENSMUSG00000105742.1	RP24-347B12.1	Gene Expression
ENSMUSG00000064267.13	Hvcn1	Gene Expression
ENSMUSG00000038593.18	Tctn1	Gene Expression
ENSMUSG00000082645.3	AC127266.4	Gene Expression
ENSMUSG00000038582.15	Pptc7	Gene Expression
ENSMUSG00000083909.1	AC093473.3	Gene Expression
ENSMUSG00000038569.13	Rad9b	Gene Expression
ENSMUSG00000029462.18	Vps29	Gene Expression
ENSMUSG00000029463.5	Fam216a	Gene Expression
ENSMUSG00000029464.10	Gpn3	Gene Expression
ENSMUSG00000104916.1	RP23-407I6.1	Gene Expression
ENSMUSG00000029465.14	Arpc3	Gene Expression
ENSMUSG00000105895.1	RP23-407I6.2	Gene Expression
ENSMUSG00000029466.11	Anapc7	Gene Expression
ENSMUSG00000079906.2	AC113285.6	Gene Expression
ENSMUSG00000029467.15	Atp2a2	Gene Expression
ENSMUSG00000105434.1	RP23-407I6.6	Gene Expression
ENSMUSG00000105970.1	RP23-407I6.5	Gene Expression
ENSMUSG00000106375.1	RP23-407I6.4	Gene Expression
ENSMUSG00000088583.1	Gm22965	Gene Expression
ENSMUSG00000029469.14	Ift81	Gene Expression
ENSMUSG00000105815.1	RP23-407I6.7	Gene Expression
ENSMUSG00000105430.1	RP24-114E20.2	Gene Expression
ENSMUSG00000029468.17	P2rx7	Gene Expression
ENSMUSG00000099324.1	Mir8115	Gene Expression
ENSMUSG00000059352.5	RP24-114E20.1	Gene Expression
ENSMUSG00000029470.15	P2rx4	Gene Expression
ENSMUSG00000029471.13	Camkk2	Gene Expression
ENSMUSG00000105613.1	RP23-31J24.2	Gene Expression
ENSMUSG00000029472.13	Anapc5	Gene Expression
ENSMUSG00000029474.7	Rnf34	Gene Expression
ENSMUSG00000029475.17	Kdm2b	Gene Expression
ENSMUSG00000105979.1	RP23-214I6.2	Gene Expression
ENSMUSG00000105311.1	RP23-214I6.5	Gene Expression
ENSMUSG00000056735.5	AC121564.2	Gene Expression
ENSMUSG00000106555.4	RP23-214I6.3	Gene Expression
ENSMUSG00000049686.14	Orai1	Gene Expression
ENSMUSG00000029477.14	Morn3	Gene Expression
ENSMUSG00000105107.1	RP23-214I6.4	Gene Expression
ENSMUSG00000097213.1	Gm26745	Gene Expression
ENSMUSG00000080836.1	AC158114.4	Gene Expression
ENSMUSG00000054434.14	Tmem120b	Gene Expression
ENSMUSG00000029449.11	Rhof	Gene Expression
ENSMUSG00000104951.1	RP23-371A16.4	Gene Expression
ENSMUSG00000090086.7	AC158114.3	Gene Expression
ENSMUSG00000104156.2	RP23-371A16.2	Gene Expression
ENSMUSG00000105881.1	RP23-371A16.3	Gene Expression
ENSMUSG00000038384.16	Setd1b	Gene Expression
ENSMUSG00000029440.15	Psmd9	Gene Expression
ENSMUSG00000029445.13	Hpd	Gene Expression
ENSMUSG00000104606.1	RP23-297I15.1	Gene Expression
ENSMUSG00000029442.18	Wdr66	Gene Expression
ENSMUSG00000094664.1	Rpl35a-ps6	Gene Expression
ENSMUSG00000087063.1	AC163337.4	Gene Expression
ENSMUSG00000087336.2	AC113504.5	Gene Expression
ENSMUSG00000029438.9	Bcl7a	Gene Expression
ENSMUSG00000065191.1	Gm23458	Gene Expression
ENSMUSG00000104830.1	RP23-370G17.1	Gene Expression
ENSMUSG00000086700.2	AC113504.2	Gene Expression
ENSMUSG00000038342.15	Mlxip	Gene Expression
ENSMUSG00000106254.1	RP23-370G17.2	Gene Expression
ENSMUSG00000104940.1	RP23-370G17.3	Gene Expression
ENSMUSG00000106636.1	RP23-370G17.4	Gene Expression
ENSMUSG00000082532.1	Rpl31-ps6	Gene Expression
ENSMUSG00000029437.12	Il31	Gene Expression
ENSMUSG00000063409.12	Lrrc43	Gene Expression
ENSMUSG00000086753.1	AC157931.3	Gene Expression
ENSMUSG00000029433.16	Diablo	Gene Expression
ENSMUSG00000029431.5	B3gnt4	Gene Expression
ENSMUSG00000114278.2	RP24-159I10.2	Gene Expression
ENSMUSG00000089389.1	Gm24682	Gene Expression
ENSMUSG00000098951.1	Mir7647	Gene Expression
ENSMUSG00000029434.12	Vps33a	Gene Expression
ENSMUSG00000104704.1	RP23-121M13.2	Gene Expression
ENSMUSG00000049550.17	Clip1	Gene Expression
ENSMUSG00000084552.1	Gm24840	Gene Expression
ENSMUSG00000104877.1	RP23-121M13.3	Gene Expression
ENSMUSG00000104694.1	RP23-121M13.4	Gene Expression
ENSMUSG00000029427.11	Zcchc8	Gene Expression
ENSMUSG00000029422.15	Rsrc2	Gene Expression
ENSMUSG00000029414.11	Kntc1	Gene Expression
ENSMUSG00000045502.6	Hcar2	Gene Expression
ENSMUSG00000049241.5	Hcar1	Gene Expression
ENSMUSG00000023106.15	Denr	Gene Expression
ENSMUSG00000105875.1	RP24-492O4.5	Gene Expression
ENSMUSG00000061882.12	Ccdc62	Gene Expression
ENSMUSG00000000915.15	Hip1r	Gene Expression
ENSMUSG00000098454.1	Mir7032	Gene Expression
ENSMUSG00000066278.6	Vps37b	Gene Expression
ENSMUSG00000102725.2	RP24-492O4.4	Gene Expression
ENSMUSG00000106261.1	RP24-492O4.9	Gene Expression
ENSMUSG00000104818.1	RP24-492O4.8	Gene Expression
ENSMUSG00000029408.13	Abcb9	Gene Expression
ENSMUSG00000085433.2	AC113474.3	Gene Expression
ENSMUSG00000023707.13	Ogfod2	Gene Expression
ENSMUSG00000029404.15	Arl6ip4	Gene Expression
ENSMUSG00000029406.15	Pitpnm2	Gene Expression
ENSMUSG00000089842.2	Pitpnm2os2	Gene Expression
ENSMUSG00000090220.1	Pitpnm2os1	Gene Expression
ENSMUSG00000105759.1	RP24-257M14.2	Gene Expression
ENSMUSG00000038126.17	Mphosph9	Gene Expression
ENSMUSG00000087784.1	Gm23171	Gene Expression
ENSMUSG00000105382.1	RP24-257M14.3	Gene Expression
ENSMUSG00000105228.1	RP23-180G16.2	Gene Expression
ENSMUSG00000047635.6	AC127339.2	Gene Expression
ENSMUSG00000029394.11	Cdk2ap1	Gene Expression
ENSMUSG00000038095.15	Sbno1	Gene Expression
ENSMUSG00000103864.1	RP23-180G16.1	Gene Expression
ENSMUSG00000099144.1	Gm27486	Gene Expression
ENSMUSG00000049327.17	Setd8	Gene Expression
ENSMUSG00000029401.8	Rilpl2	Gene Expression
ENSMUSG00000082402.1	AC127339.5	Gene Expression
ENSMUSG00000029402.8	Snrnp35	Gene Expression
ENSMUSG00000029392.12	Rilpl1	Gene Expression
ENSMUSG00000106662.1	RP23-311A21.2	Gene Expression
ENSMUSG00000029390.13	Tmed2	Gene Expression
ENSMUSG00000029389.17	Ddx55	Gene Expression
ENSMUSG00000029388.14	Eif2b1	Gene Expression
ENSMUSG00000029387.10	Gtf2h3	Gene Expression
ENSMUSG00000029386.15	Tctn2	Gene Expression
ENSMUSG00000038023.12	Atp6v0a2	Gene Expression
ENSMUSG00000088650.1	Gm24854	Gene Expression
ENSMUSG00000106082.4	WI1-2065I1.2	Gene Expression
ENSMUSG00000038011.15	Dnah10	Gene Expression
ENSMUSG00000105583.1	RP23-437D10.1	Gene Expression
ENSMUSG00000037979.13	Ccdc92	Gene Expression
ENSMUSG00000079215.8	Zfp664	Gene Expression
ENSMUSG00000037962.7	Fam101a	Gene Expression
ENSMUSG00000029478.16	Ncor2	Gene Expression
ENSMUSG00000105604.1	RP24-291G12.3	Gene Expression
ENSMUSG00000106663.1	RP24-291G12.2	Gene Expression
ENSMUSG00000105039.1	RP23-363M4.1	Gene Expression
ENSMUSG00000037936.15	Scarb1	Gene Expression
ENSMUSG00000106458.1	RP23-363M4.2	Gene Expression
ENSMUSG00000104932.1	RP24-105J12.1	Gene Expression
ENSMUSG00000008348.9	Ubc	Gene Expression
ENSMUSG00000072612.2	Gm10382	Gene Expression
ENSMUSG00000029480.13	Dhx37	Gene Expression
ENSMUSG00000106271.1	RP24-105J12.3	Gene Expression
ENSMUSG00000037905.13	Bri3bp	Gene Expression
ENSMUSG00000104793.1	RP24-324M10.2	Gene Expression
ENSMUSG00000029482.4	Aacs	Gene Expression
ENSMUSG00000098350.1	Gm27551	Gene Expression
ENSMUSG00000070498.3	Tmem132b	Gene Expression
ENSMUSG00000091970.3	RP23-425F13.1	Gene Expression
ENSMUSG00000105274.1	RP24-332C17.1	Gene Expression
ENSMUSG00000106378.1	RP24-332C17.2	Gene Expression
ENSMUSG00000105593.4	RP24-332C17.3	Gene Expression
ENSMUSG00000105189.1	RP24-332C17.4	Gene Expression
ENSMUSG00000094875.1	Gm23151	Gene Expression
ENSMUSG00000104175.1	RP23-168G15.1	Gene Expression
ENSMUSG00000104825.1	RP23-414E14.1	Gene Expression
ENSMUSG00000084551.1	Gm24839	Gene Expression
ENSMUSG00000105673.1	RP23-74L20.1	Gene Expression
ENSMUSG00000106235.1	RP23-74L20.2	Gene Expression
ENSMUSG00000105316.1	RP23-145H8.1	Gene Expression
ENSMUSG00000106644.1	RP23-145H8.2	Gene Expression
ENSMUSG00000105782.1	RP23-282A16.1	Gene Expression
ENSMUSG00000105490.1	RP23-37N15.1	Gene Expression
ENSMUSG00000105575.1	RP23-37N15.3	Gene Expression
ENSMUSG00000105308.4	RP23-37N15.4	Gene Expression
ENSMUSG00000104778.1	RP23-37N15.2	Gene Expression
ENSMUSG00000034324.16	Tmem132c	Gene Expression
ENSMUSG00000087104.7	Tmem132cos	Gene Expression
ENSMUSG00000104971.1	RP23-71M14.1	Gene Expression
ENSMUSG00000106015.1	WI1-2285D16.1	Gene Expression
ENSMUSG00000029416.17	Slc15a4	Gene Expression
ENSMUSG00000105362.1	WI1-1024F3.1	Gene Expression
ENSMUSG00000049971.17	Glt1d1	Gene Expression
ENSMUSG00000034310.8	Tmem132d	Gene Expression
ENSMUSG00000061331.5	RP23-444J3.2	Gene Expression
ENSMUSG00000085328.2	RP23-444J3.1	Gene Expression
ENSMUSG00000104581.1	RP23-378C15.2	Gene Expression
ENSMUSG00000105772.1	RP23-378C15.1	Gene Expression
ENSMUSG00000105857.1	WI1-2255B14.1	Gene Expression
ENSMUSG00000106275.1	CH36-12I15.2	Gene Expression
ENSMUSG00000104727.1	CH36-12I15.3	Gene Expression
ENSMUSG00000104980.1	CH36-12I15.1	Gene Expression
ENSMUSG00000105172.1	CH36-12I15.4	Gene Expression
ENSMUSG00000072591.10	AC122789.1	Gene Expression
ENSMUSG00000105059.1	RP24-258A20.1	Gene Expression
ENSMUSG00000081683.5	Fzd10	Gene Expression
ENSMUSG00000029423.10	Piwil1	Gene Expression
ENSMUSG00000105483.1	RP23-156F20.2	Gene Expression
ENSMUSG00000029420.12	Rimbp2	Gene Expression
ENSMUSG00000105271.1	RP23-156F20.4	Gene Expression
ENSMUSG00000106522.1	RP23-156F20.5	Gene Expression
ENSMUSG00000029428.13	Stx2	Gene Expression
ENSMUSG00000029430.13	Ran	Gene Expression
ENSMUSG00000044017.16	Adgrd1	Gene Expression
ENSMUSG00000060419.8	Rps16-ps2	Gene Expression
ENSMUSG00000104681.1	RP24-158G19.1	Gene Expression
ENSMUSG00000104873.1	RP24-81J14.1	Gene Expression
ENSMUSG00000029439.14	Sfswap	Gene Expression
ENSMUSG00000104814.1	RP24-161C20.4	Gene Expression
ENSMUSG00000029436.9	Mmp17	Gene Expression
ENSMUSG00000057244.6	RP24-161C20.2	Gene Expression
ENSMUSG00000051034.7	Zfp11	Gene Expression
ENSMUSG00000034219.15	Sept14	Gene Expression
ENSMUSG00000034211.14	Mrps17	Gene Expression
ENSMUSG00000029432.12	Gbas	Gene Expression
ENSMUSG00000086916.2	AC120413.2	Gene Expression
ENSMUSG00000029446.14	Psph	Gene Expression
ENSMUSG00000029447.11	Cct6a	Gene Expression
ENSMUSG00000065304.1	Gm23245	Gene Expression
ENSMUSG00000093413.1	Snora15	Gene Expression
ENSMUSG00000025538.15	Sumf2	Gene Expression
ENSMUSG00000025537.12	Phkg1	Gene Expression
ENSMUSG00000106840.1	WI1-535J9.1	Gene Expression
ENSMUSG00000070493.3	Chchd2	Gene Expression
ENSMUSG00000034173.13	Zbed5	Gene Expression
ENSMUSG00000095789.6	Nupr1l	Gene Expression
ENSMUSG00000066735.8	Vkorc1l1	Gene Expression
ENSMUSG00000107118.1	RP23-189N6.2	Gene Expression
ENSMUSG00000106757.1	RP23-189N6.3	Gene Expression
ENSMUSG00000025534.17	Gusb	Gene Expression
ENSMUSG00000025533.15	Asl	Gene Expression
ENSMUSG00000025532.13	Crcp	Gene Expression
ENSMUSG00000034118.15	Tpst1	Gene Expression
ENSMUSG00000107216.1	RP23-353L10.2	Gene Expression
ENSMUSG00000034110.8	Kctd7	Gene Expression
ENSMUSG00000025340.14	Rabgef1	Gene Expression
ENSMUSG00000080893.1	AC122339.3	Gene Expression
ENSMUSG00000094092.1	AC113029.3	Gene Expression
ENSMUSG00000053094.15	Tmem248	Gene Expression
ENSMUSG00000107143.1	AC113029.6	Gene Expression
ENSMUSG00000106751.1	RP23-206J17.2	Gene Expression
ENSMUSG00000025337.10	Sbds	Gene Expression
ENSMUSG00000056310.14	Tyw1	Gene Expression
ENSMUSG00000060371.12	Caln1	Gene Expression
ENSMUSG00000052014.6	AC113029.1	Gene Expression
ENSMUSG00000106849.1	RP24-571K14.1	Gene Expression
ENSMUSG00000088972.2	Gm23761	Gene Expression
ENSMUSG00000106694.1	RP24-559P3.1	Gene Expression
ENSMUSG00000034040.16	Wbscr17	Gene Expression
ENSMUSG00000107207.1	RP23-323D23.1	Gene Expression
ENSMUSG00000107295.1	RP23-323D23.2	Gene Expression
ENSMUSG00000106729.1	RP23-323D23.3	Gene Expression
ENSMUSG00000106710.1	RP23-445H19.1	Gene Expression
ENSMUSG00000105387.1	RP23-114L5.4	Gene Expression
ENSMUSG00000029673.17	Auts2	Gene Expression
ENSMUSG00000099255.1	Gm27266	Gene Expression
ENSMUSG00000105470.1	RP23-120C8.7	Gene Expression
ENSMUSG00000105584.1	RP23-120C8.6	Gene Expression
ENSMUSG00000104987.1	RP23-120C8.9	Gene Expression
ENSMUSG00000105500.1	RP23-120C8.5	Gene Expression
ENSMUSG00000105289.1	RP23-120C8.4	Gene Expression
ENSMUSG00000105726.1	RP23-120C8.3	Gene Expression
ENSMUSG00000106557.1	RP23-120C8.2	Gene Expression
ENSMUSG00000105773.1	RP24-95O4.7	Gene Expression
ENSMUSG00000106570.1	RP24-95O4.6	Gene Expression
ENSMUSG00000106516.1	RP24-95O4.5	Gene Expression
ENSMUSG00000105720.1	RP24-95O4.4	Gene Expression
ENSMUSG00000106395.1	RP24-95O4.9	Gene Expression
ENSMUSG00000106356.1	RP24-95O4.3	Gene Expression
ENSMUSG00000106386.1	RP24-95O4.2	Gene Expression
ENSMUSG00000106320.1	RP24-95O4.1	Gene Expression
ENSMUSG00000104936.1	RP23-378O9.2	Gene Expression
ENSMUSG00000105985.1	RP23-378O9.1	Gene Expression
ENSMUSG00000105495.1	RP24-147H20.3	Gene Expression
ENSMUSG00000106045.1	RP24-147H20.2	Gene Expression
ENSMUSG00000104994.1	RP23-276C23.3	Gene Expression
ENSMUSG00000106049.1	RP23-276C23.2	Gene Expression
ENSMUSG00000106450.1	RP23-276C23.1	Gene Expression
ENSMUSG00000105624.1	RP24-399A15.2	Gene Expression
ENSMUSG00000106384.1	RP24-399A15.3	Gene Expression
ENSMUSG00000105598.1	RP24-399A15.5	Gene Expression
ENSMUSG00000100420.1	RP24-399A15.1	Gene Expression
ENSMUSG00000105809.1	RP24-399A15.6	Gene Expression
ENSMUSG00000103500.1	RP24-122G17.1	Gene Expression
ENSMUSG00000088123.1	Gm25722	Gene Expression
ENSMUSG00000106097.1	RP23-455A10.3	Gene Expression
ENSMUSG00000058905.5	AC164607.1	Gene Expression
ENSMUSG00000106172.1	RP23-455A10.2	Gene Expression
ENSMUSG00000105227.1	RP23-455A10.1	Gene Expression
ENSMUSG00000106067.1	RP23-409D19.1	Gene Expression
ENSMUSG00000104893.1	RP23-409D19.2	Gene Expression
ENSMUSG00000106800.1	RP24-199E1.1	Gene Expression
ENSMUSG00000087344.1	AC157587.1	Gene Expression
ENSMUSG00000015944.9	Gatsl2	Gene Expression
ENSMUSG00000061979.8	Rcc1l	Gene Expression
ENSMUSG00000104195.1	RP24-497L12.1	Gene Expression
ENSMUSG00000015942.9	Gtf2ird2	Gene Expression
ENSMUSG00000084729.1	Gm24139	Gene Expression
ENSMUSG00000015950.13	Ncf1	Gene Expression
ENSMUSG00000060261.15	Gtf2i	Gene Expression
ENSMUSG00000107000.1	RP23-15K13.2	Gene Expression
ENSMUSG00000107076.1	RP23-15K13.3	Gene Expression
ENSMUSG00000093311.1	Mir3965	Gene Expression
ENSMUSG00000023079.14	Gtf2ird1	Gene Expression
ENSMUSG00000077437.1	n-R5s178	Gene Expression
ENSMUSG00000076320.1	Gm26340	Gene Expression
ENSMUSG00000106969.1	RP24-359H20.2	Gene Expression
ENSMUSG00000072576.5	AC167419.1	Gene Expression
ENSMUSG00000106802.1	RP24-359H20.3	Gene Expression
ENSMUSG00000063146.11	Clip2	Gene Expression
ENSMUSG00000106691.1	RP23-85H24.1	Gene Expression
